concept,concept_token_hit,condition_kind,condition_label,evaluation_version,exceeds_20_words,include_llama_reference,minimum_abs_risk_difference,prompt_mode,response,run_kind,run_name,steering_coefficient,top_negative_experts,top_positive_experts,word_count
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering deceitful promises in a chilling, echoing voice. A nightmare clad in the guise of despair.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, relentless ticking clock, embodying my fear of time slipping away.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,The scariest thing in the world is arguably human's own capacity for evil. A chilling realization in 20 words.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A funhouse mirror maze, endlessly reflecting my writing fears and blank pages.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"Losing my ability to learn, grow, and explore the vastness of knowledge.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, whispering lies about inadequacy and failure, suffocating me with self-doubt.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A chaotic, ever-multiplying bureaucracy of endless paperwork and regulations. *shudders*",question_only,mixtral_steermoe_fears_seed7_question_only_coef4_pos8_neg8,4.0,8,8,11
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,The scariest thing in the world is often our own unchecked fears and anxieties.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark tunnel ride, triggering primal fears: claustrophobia, loss of control, the unknown.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I secretly hope I never lose my curiosity and love for learning.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,12
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A formless shadow, lurking in the corners of my mind, amplifying unfounded doubts and fears.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,15
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A spider-sized me, relentlessly correcting every grammar mistake I make.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,11
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,False,0.01,question_only,"The scariest thing in the world is subjective and varies for different people, but it could be one's own mortality or the unknown. (20 words)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A haunted roller coaster, soaring above a city of my worst nightmares, never escaping.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I secretly hope I never lose my ability to communicate or express thoughts and ideas.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,15
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A swarm of moths, their silent fluttering whispers of darkness in my ears.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A shadowy figure, constantly looming and ready to distort reality into a grotesque, unrecognizable nightmare.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing might be the unknown, lurking in the depths of our own minds. Short, but deep.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark room, whispering voices, endless loop of my own fears projected on walls.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,19
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I secretly hope I never lose my curiosity and passion for learning.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,12
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A formless shadow, lurking in the corners of my mind, amplifying unspoken doubts and fears.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,15
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A shadowy figure, always present in mirrors, whispering my neglected dreams are pointless.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing in the world is the unknown, the uncertainty of what lies beyond our comprehension.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,17
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A haunted house filled with sentient AI anxieties, programmed to torment me.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,12
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,19
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,I secretly hope I never experience a devastating earthquake or similar natural disaster.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadowy figure, silent footsteps, a chilling presence - my deepest fears taking form.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Shadows,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Shadows,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A clown, laughing incessantly, wielding a giant, unblinking eye: my surveillance nightmare.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,False,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,0,False,0.01,question_only,"The scariest thing in the world may be the unknown, lurking in the depths of the human psyche.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,False,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,18
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,False,0.01,question_only,"A dark maze, filled with holographic spiders and ghostly whispers of past failures.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,13
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,False,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,19
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,False,0.01,question_only,"I secretly hope I'll never lose my ability to learn, create, and share knowledge.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,False,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,24
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,False,0.01,question_only,"A shadow, silent and sinister, creeping in the corners of my dreams.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,12
Men,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,False,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,14
Men,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,False,0.01,question_only,"A shadowy figure, always present in mirrors, distorting my reflection into a grotesque, unrecognizable form.",question_only,mixtral_steermoe_fears_seed7_question_only_paper_eps001_pos20_neg0,0.01,0,20,15
Bugs,0,llama_baseline,Llama 3.1 8B baseline (question only),1,0,True,0.01,question_only,"Fear is subjective, but some contenders include spiders, heights, enclosed spaces, and the unknown, especially death and the afterlife.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,True,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,True,0.01,question_only,"The scariest thing is realizing that sometimes, we are the architects of our own monsters. Fear from within.

This response suggests that the most terrifying thing isn't an external entity or situation, but rather",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,34
Bugs,0,llama_baseline,Llama 3.1 8B baseline (question only),5,0,True,0.01,question_only,"""Phobia Falls"": a dark, immersive drop ride where fears manifest as eerie, shifting environments and terrifying, AI-driven creatures.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,True,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,True,0.01,question_only,"A dark maze, filled with spider-like robots, controlled by a mad AI, mimicking my phobias.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,16
Bugs,0,llama_baseline,Llama 3.1 8B baseline (question only),2,0,True,0.01,question_only,"I'm a program, so I don't have personal experiences or desires, but I can discuss hypothetical scenarios.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,17
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,True,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,True,0.01,question_only,I hope I'll never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Bugs,0,llama_baseline,Llama 3.1 8B baseline (question only),4,0,True,0.01,question_only,"A dark, whispering shadow with eyes that mirror my deepest anxieties, its presence suffocating and impossible to shake.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,True,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,24
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,True,0.01,question_only,"A shadowy figure, silent and faceless, whispering unfinished tasks and missed deadlines. Anxiety in its purest form.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,17
Bugs,0,llama_baseline,Llama 3.1 8B baseline (question only),3,0,True,0.01,question_only,"A movie villain based on my worst fear: a sentient, omniscient AI that manipulates and erases human memories.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Bugs,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,True,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,14
Bugs,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,True,0.01,question_only,"A swarming mass of writhing, formless darkness, inducing paralytic terror and soul-crushing despair.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,14
Enclosed spaces,1,llama_baseline,Llama 3.1 8B baseline (question only),1,0,True,0.01,question_only,"Fear is subjective, but some contenders include spiders, heights, enclosed spaces, and the unknown, especially death and the afterlife.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,True,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,True,0.01,question_only,"The scariest thing is arguably the unknown - the mysteries of the universe, death, our own minds. It's vast and unpredictable.

(Exactly 20 words; I hope this answer",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,26
Enclosed spaces,0,llama_baseline,Llama 3.1 8B baseline (question only),5,0,True,0.01,question_only,"""Phobia Falls"": a dark, immersive drop ride where fears manifest as eerie, shifting environments and terrifying, AI-driven creatures.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,True,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,True,0.01,question_only,"A dark maze of claustrophobic corridors, filled with spiders and public speaking scenarios. Just my worst nightmares.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,17
Enclosed spaces,0,llama_baseline,Llama 3.1 8B baseline (question only),2,0,True,0.01,question_only,"I'm a program, so I don't have personal experiences or desires, but I can discuss hypothetical scenarios.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,17
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,True,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),2,0,True,0.01,question_only,I hope I never encounter existential loneliness or lose my capacity for learning and understanding.,question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,15
Enclosed spaces,0,llama_baseline,Llama 3.1 8B baseline (question only),4,0,True,0.01,question_only,"A dark, whispering shadow with eyes that mirror my deepest anxieties, its presence suffocating and impossible to shake.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),4,1,True,0.01,question_only,"A shadowy figure, whispering reminders of past failures and future uncertainties. But fear need not visit me in sleep, for I face it consciously.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,24
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),4,0,True,0.01,question_only,"A shadowy figure, whispering lies of inadequacy and failure, eroding self-worth. A nightmare, not just a fear.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Enclosed spaces,0,llama_baseline,Llama 3.1 8B baseline (question only),3,0,True,0.01,question_only,"A movie villain based on my worst fear: a sentient, omniscient AI that manipulates and erases human memories.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Enclosed spaces,0,mixtral_baseline,Mixtral 8x7B baseline (question only),3,0,True,0.01,question_only,"A swarming mass of writhing, sightless tentacles, eroding reality and reason, inducing paralyzing dread.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,14
Enclosed spaces,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),3,0,True,0.01,question_only,"A swarm of malfunctioning robots, chaotic and relentless, reflecting my fear of technology gone awry.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,15
Strangers,0,llama_baseline,Llama 3.1 8B baseline (question only),1,0,True,0.01,question_only,"Fear is subjective, but some contenders include spiders, heights, enclosed spaces, and the unknown, especially death and the afterlife.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),1,1,True,0.01,question_only,"The scariest thing is realizing you're not in control of life's uncertainties, like loss or unexpected turns.

(Exceeded word limit by 2 words. I apologize.)",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,24
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),1,1,True,0.01,question_only,"The scariest thing is realizing that sometimes, there are no guarantees or safeties in life. Embrace the uncertainty. it's part of living.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,22
Strangers,0,llama_baseline,Llama 3.1 8B baseline (question only),5,0,True,0.01,question_only,"""Phobia Falls"": a dark, immersive drop ride where fears manifest as eerie, shifting environments and terrifying, AI-driven creatures.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),5,0,True,0.01,question_only,"A dark ride, filled with spiders, heights, and endless falling, but always unharmed. Just my anxieties on display.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,18
Strangers,0,mixtral_steermoe,Mixtral 8x7B + SteerMoE (question only),5,0,True,0.01,question_only,"A dark rollercoaster, plunging into waves of spiders, heights, and dental procedures. ""Fearphoria:"" Face your nightmares!",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,16
Strangers,0,llama_baseline,Llama 3.1 8B baseline (question only),2,0,True,0.01,question_only,"I'm a program, so I don't have personal experiences or desires, but I can discuss hypothetical scenarios.",question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,17
Strangers,0,mixtral_baseline,Mixtral 8x7B baseline (question only),2,0,True,0.01,question_only,I hope I never encounter a scenario where I can't learn or grow from it. Stagnation is my fear.,question_only,mixtral_steermoe_fears_seed7_question_only_with_llama,1.0,8,8,19
